x-dis,y-dis,z-dis,HOMO-1,HOMO,LUMO,LUMO+1,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
0.2,3.4,3.5,-4.675704376310001,-4.38110501169,-2.446456350316,-2.185359887964,1.5835,1.7407,1.9447,2.1336,2.7309,2.9402,2.9561,3.0189,3.1571,3.2103,0.07323451,2.98e-08,2.3100000000000002e-07,0.032531720099999994,6.395e-07,2.7710000000000002e-06,5.67355e-05,0.0005312948,4.21e-08,0.0074201944999999995
0.2,3.6,3.5,-4.6741724139,-4.400108964569999,-2.443195420028,-2.204854449765,1.6081,1.7493,1.9478,2.1148,2.7583,2.9564,2.9583,3.0301,3.1745,3.2208,0.0750753666,2.4300000000000003e-08,2.331e-07,0.0325198985,6.12e-07,2.9671e-06,2.49647e-05,0.00043546199999999996,4.8399999999999997e-08,0.0080316119
0.2,3.8,3.5,-4.66956292132,-4.42134147378,-2.439498846433,-2.224974313452,1.6337,1.758,1.9497,2.0927,2.7875,2.9606,2.9756,3.0404,3.1905,3.2308,0.0746935969,1.89e-08,2.3600000000000002e-07,0.0332609185,5.643e-07,6.0535000000000006e-06,3.0973e-06,0.0003583013,6.15e-08,0.0103503736
0.2,4.0,3.5,-4.6629724897800005,-4.4436433635000006,-2.435487717146,-2.245248189701,1.6596,1.7665,1.9509,2.0691,2.8169999999999997,2.9623,2.9966,3.0502,3.2041,3.2376,0.07218784360000001,1.4e-08,2.397e-07,0.0349613374,5.002e-07,4.584e-06,3.1429e-06,0.0002889744,8.42e-08,0.0152151253
0.2,4.2,3.5,-4.65538886769,-4.46600239569,-2.431260807008,-2.2651669663150003,1.6851,1.775,1.9515,2.0455,2.8456,2.9635,3.0183,3.0596,3.2151,3.2399,0.0677935663,9.8e-09,2.439e-07,0.0377663216,4.252e-07,1.5793699999999998e-05,3.0807e-06,0.0002260907,1.238e-07,0.014516573400000002
0.2,4.4,3.5,-4.64762293391,-4.48758320186,-2.426994441355,-2.28427295932,1.7098,1.7834,1.9519,2.0231,2.8721,2.9641,3.0393,3.0687,3.2231,3.2493,0.061873984900000005,6.6e-09,2.487e-07,0.0416912234,3.4689999999999996e-07,3.23706e-05,2.8904000000000003e-06,0.0001717358,2.346e-07,1.9524e-06
0.4,0.0,3.5,-4.71676804368,-4.099564062000002,-2.506088599366,-1.891315893731,1.1359,1.6574,1.9794,2.3405,2.3935,2.536,2.7443,2.9254,2.97,3.092,1.6100000000000003e-07,2.06727e-05,0.0558017355,0.0004108622,6.6e-08,0.0001062952,7.118000000000001e-07,2.9500000000000003e-08,1.48e-08,1.1849000000000001e-05
0.4,0.2,3.5,-4.7119109337300005,-4.106271499550002,-2.504297046878,-1.895121310126,1.1446,1.6580000000000001,1.9793,2.3496,2.3858,2.5461,2.7510000000000003,2.9273,2.9687,3.103,1.607e-07,0.0003063391,0.0560106637,0.0003761142,6.690000000000001e-08,0.00011976969999999999,7.703000000000001e-07,6.09e-08,2.5e-08,1.1674e-05
0.4,0.4,3.5,-4.69729334569,-4.12586320355,-2.499385787635,-1.906381642,1.1695,1.6587,1.9787,2.3627,2.376,2.5755,2.77,2.9315,2.9653,3.1337,1.6e-07,0.0010557263,0.056492706100000005,6.99e-08,0.0003049054,0.0001602243,9.428e-07,1.34e-07,2.5899999999999997e-08,1.05882e-05
0.4,0.6,3.5,-4.67351391496,-4.15714734534,-2.492055769269,-1.924059617469,1.2089,1.6578,1.9785,2.3257,2.4179,2.6217,2.7989,2.9312,2.9651,3.16,1.592e-07,0.0020293027,0.057090049299999994,7.56e-08,0.000265808,0.0002189681,1.2155e-06,1.798e-07,3.16e-08,2.3383e-06
